chromosome,name,start,end
3,S3_6976845,2357284,2366943
3,S3_7079095,2366943,2376603
3,S3_7123364,2376603,2386300
3,S3_7204715,2386300,2395998
3,S3_7204839,2395998,2434462
3,S3_7275788,2434462,2472929
3,S3_7746800,2472929,2472935
3,S3_7747842,2472935,2492375
3,S3_7938947,2492375,2511814
3,S3_7939431,2511814,2521627
3,S3_8124073,2521627,2541249
3,S3_8219042,2541249,2555941
3,S3_8270792,2555941,2570574
3,S3_8302645,2570574,2595139
3,S3_8881648,2595139,2650288
3,S3_9070978,2650288,2695722
3,S3_9111524,2695722,2705872
3,S3_9113669,2705872,2720879
3,S3_9240811,2720879,2751019
3,S3_9313695,2751019,2781396
3,S3_9318382,2781396,2791587
3,S3_9324891,2791587,2801778
3,S3_9379506,2801778,2811970
3,S3_9383076,2811970,2811974
3,S3_9421185,2811974,2811981
3,S3_9422709,2811981,2902330
3,S3_9450337,2902330,3045466
3,S3_9864180,3045466,3098259
3,S3_9880193,3098259,3098263
3,S3_9935994,3098263,3111271
3,S3_10070133,3111271,3144070
3,S3_10140976,3144070,3168830
3,S3_10141047,3168830,3178776
3,S3_10142977,3178776,3193824
3,S3_10223479,3193824,3203896
3,S3_10228227,3203896,3234568
3,S3_10273698,3234568,3265240
3,S3_10280635,3265240,3316320
3,S3_10514957,3316320,3370732
3,S3_10516162,3370732,3377382
3,S3_10518973,3377382,3383999
3,S3_10521145,3383999,3387302
3,S3_10522562,3387302,3397014
3,S3_10683580,3397014,3406726
3,S3_10685778,3406726,3406730
3,S3_10685850,3406730,3421464
3,S3_10843412,3421464,3451237
3,S3_10940540,3451237,3466283
3,S3_10940640,3466283,3466290
3,S3_11060200,3466290,3476534
3,S3_11063818,3476534,3497107
3,S3_11214741,3497107,3510824
3,S3_11216968,3510824,3517590
3,S3_11217138,3517590,3524348
3,S3_11218026,3524348,3527727
3,S3_11218368,3527727,3532800
3,S3_11218560,3532800,3553121
3,S3_11443996,3553121,3568373
3,S3_11534444,3568373,3578608
3,S3_11635530,3578608,3588843
3,S3_11650494,3588843,3599140
3,S3_11725836,3599140,3609436
3,S3_11727635,3609436,3612845
3,S3_11896349,3612845,3619644
3,S3_12031437,3619644,3626415
3,S3_12132006,3626415,3629796
3,S3_12133985,3629796,3681428
3,S3_12193965,3681428,3733059
3,S3_12282733,3733059,3733066
3,S3_12291615,3733066,3743156
3,S3_12297369,3743156,3753244
3,S3_12422232,3753244,3753248
3,S3_12422317,3753248,3753252
3,S3_12426932,3753252,3805204
3,S3_12526331,3805204,3857156
3,S3_12526440,3857156,3857160
3,S3_12526508,3857160,3857165
3,S3_12529632,3857165,3857169
3,S3_12533900,3857169,3878213
3,S3_12605920,3878213,3899259
3,S3_12645880,3899259,3899266
3,S3_12667828,3899266,3917574
3,S3_12884596,3917574,3935881
3,S3_12884787,3935881,3995414
3,S3_13068158,3995414,4054948
3,S3_13312472,4054948,4058750
3,S3_13485863,4058750,4066366
3,S3_13501238,4066366,4074028
3,S3_13501811,4074028,4085428
3,S3_13719161,4085428,4096773
3,S3_13719307,4096773,4114259
3,S3_13992180,4114259,4185051
3,S3_14410681,4185051,4253244
3,S3_14863181,4253244,4297584
3,S3_15427022,4297584,4330828
3,S3_15439405,4330828,4330832
3,S3_15439503,4330832,4347492
3,S3_15712675,4347492,4372392
3,S3_15912842,4372392,4388861
3,S3_17003877,4388861,4400742
3,S3_17019906,4400742,4408045
3,S3_17033750,4408045,4415339
3,S3_17432739,4415339,4433998
3,S3_17610144,4433998,4456410
3,S3_17831379,4456410,4463810
3,S3_18014822,4463810,4469146
3,S3_18024920,4469146,4479775
3,S3_18029425,4479775,4485070
3,S3_19421286,4485070,4488536
3,S3_19451593,4488536,4495477
3,S3_19458604,4495477,4502447
3,S3_19463843,4502447,4505940
3,S3_19667574,4505940,4511303
3,S3_19710454,4511303,4522068
3,S3_19710920,4522068,4527476
3,S3_19711002,4527476,4532831
3,S3_19754812,4532831,4543549
3,S3_19755520,4543549,4548915
3,S3_19755685,4548915,4552496
3,S3_19755814,4552496,4563255
3,S3_19799169,4563255,4613217
3,S3_19939564,4613217,4656003
3,S3_19967649,4656003,4666520
3,S3_20067843,4666520,4677037
3,S3_20742365,4677037,4677046
3,S3_20742632,4677046,4697813
3,S3_20747632,4697813,4739435
3,S3_21260305,4739435,4760296
3,S3_21262190,4760296,4760300
3,S3_21369421,4760300,4770664
3,S3_21429885,4770664,4781027
3,S3_21756586,4781027,4791368
3,S3_21855821,4791368,4812000
3,S3_21856582,4812000,4822297
3,S3_21925113,4822297,4832593
3,S3_21998460,4832593,4874080
3,S3_22386095,4874080,4905275
3,S3_22563844,4905275,4905280
3,S3_22570863,4905280,4929311
3,S3_22727301,4929311,4956823
3,S3_22737532,4956823,4963771
3,S3_22818929,4963771,4972327
3,S3_22819927,4972327,4982521
3,S3_22944526,4982521,4997920
3,S3_23009961,4997920,5008220
3,S3_23077310,5008220,5022063
3,S3_23740434,5022063,5039356
3,S3_23825702,5039356,5046258
3,S3_23844845,5046258,5070442
3,S3_23958703,5070442,5091178
3,S3_24354497,5091178,5101544
3,S3_24468602,5101544,5111909
3,S3_24475219,5111909,5122447
3,S3_24855846,5122447,5132984
3,S3_25922284,5132984,5143655
3,S3_25925760,5143655,5165099
3,S3_26007718,5165099,5181289
3,S3_26023103,5181289,5192146
3,S3_26078377,5192146,5203033
3,S3_26085929,5203033,5213886
3,S3_26100806,5213886,5219297
3,S3_26104938,5219297,5241032
3,S3_26192861,5241032,5262767
3,S3_26257704,5262767,5262771
3,S3_26310646,5262771,5266453
3,S3_26310723,5266453,5277553
3,S3_27045819,5277553,5284976
3,S3_28231425,5284976,5296000
3,S3_28334221,5296000,5307024
3,S3_28355332,5307024,5318149
3,S3_28610478,5318149,5329274
3,S3_28616979,5329274,5351893
3,S3_28637970,5351893,5374512
3,S3_28638054,5374512,5380157
3,S3_28638224,5380157,5391455
3,S3_28829294,5391455,5397112
3,S3_30126785,5397112,5397116
3,S3_30212921,5397116,5408616
3,S3_30213192,5408616,5431549
3,S3_30229895,5431549,5442987
3,S3_30506957,5442987,5442992
3,S3_30546599,5442992,5454298
3,S3_32462733,5454298,5476505
3,S3_32510731,5476505,5487410
3,S3_32779255,5487410,5492800
3,S3_33073022,5492800,5503563
3,S3_33128515,5503563,5508941
3,S3_34143431,5508941,5519614
3,S3_34497526,5519614,5540779
3,S3_34681021,5540779,5551273
3,S3_34681473,5551273,5561747
3,S3_35750661,5561747,5575709
3,S3_35752955,5575709,5582679
3,S3_35753040,5582679,5589620
3,S3_35804136,5589620,5593086
3,S3_37237407,5593086,5593090
3,S3_37237552,5593090,5609068
3,S3_37674254,5609068,5641264
3,S3_37829185,5641264,5657486
3,S3_37869732,5657486,5657490
3,S3_37941421,5657490,5657494
3,S3_38062744,5657494,5668188
3,S3_38168263,5668188,5678882
3,S3_38438912,5678882,5678886
3,S3_38439398,5678886,5678890
3,S3_39252285,5678890,5700435
3,S3_39396528,5700435,5721978
3,S3_41191447,5721978,5721978
3,S3_41191701,5721978,5732629
3,S3_42930781,5732629,5764455
3,S3_43222766,5764455,5785633
3,S3_43223368,5785633,5796193
3,S3_43356746,5796193,5806753
3,S3_43364693,5806753,5806758
3,S3_43407776,5806758,5828117
3,S3_44062385,5828117,5870837
3,S3_47592720,5870837,5892203
3,S3_48494902,5892203,5895738
3,S3_48495040,5895738,5902810
3,S3_48929751,5902810,5909895
3,S3_48929839,5909895,5913441
3,S3_48956751,5913441,5924183
3,S3_48978721,5924183,5934927
3,S3_52408468,5934927,5956662
3,S3_53146247,5956662,5978395
3,S3_55445743,5978395,6011617
3,S3_56014304,6011617,6044836
3,S3_57477910,6044836,6048508
3,S3_57478009,6048508,6055830
3,S3_57905450,6055830,6063110
3,S3_57963456,6063110,6066744
3,S3_57990417,6066744,6088247
3,S3_58714575,6088247,6131340
3,S3_58905375,6131340,6152935
3,S3_59430789,6152935,6163795
3,S3_59553567,6163795,6185509
3,S3_59613992,6185509,6196369
3,S3_60571220,6196369,6201799
3,S3_60571588,6201799,6212612
3,S3_60643639,6212612,6217999
3,S3_64820959,6217999,6221601
3,S3_65286004,6221601,6228820
3,S3_65286138,6228820,6236080
3,S3_65286220,6236080,6239725
3,S3_68596995,6239725,6283415
3,S3_85662699,6283415,6327102
3,S3_88707635,6327102,6330746
3,S3_88707757,6330746,6338049
3,S3_88864032,6338049,6345392
3,S3_89082693,6345392,6360027
3,S3_91406120,6360027,6370982
3,S3_92543016,6370982,6378439
3,S3_92618013,6378439,6393295
3,S3_93085463,6393295,6408043
3,S3_93157389,6408043,6415393
3,S3_99280322,6415393,6415395
3,S3_105967486,6415395,6415395
3,S3_108052361,6415395,6415395
3,S3_108053062,6415395,6415395
3,S3_111570545,6415395,6415397
3,S3_111784834,6415397,6415402
3,S3_111784900,6415402,6415406
3,S3_111843373,6415406,6434523
3,S3_112200258,6434523,6490657
3,S3_113555113,6490657,6527677
3,S3_114086391,6527677,6527677
3,S3_114259586,6527677,6527677
3,S3_114431980,6527677,6531405
3,S3_114432092,6531405,6538882
3,S3_114676885,6538882,6546404
3,S3_114779132,6546404,6550178
3,S3_114791866,6550178,6553976
3,S3_114792292,6553976,6561593
3,S3_114792536,6561593,6569255
3,S3_114873978,6569255,6573099
3,S3_118066029,6573099,6576944
3,S3_118066133,6576944,6584606
3,S3_118166716,6584606,6592222
3,S3_118288273,6592222,6596021
3,S3_122911514,6596021,6601647
3,S3_123151378,6601647,6612847
3,S3_123267175,6612847,6618425
3,S3_123404894,6618425,6622065
3,S3_123564671,6622065,6629337
3,S3_123784748,6629337,6636597
3,S3_123785937,6636597,6640226
3,S3_125690281,6640226,6662395
3,S3_125692937,6662395,6684567
3,S3_126156717,6684567,6695742
3,S3_126509653,6695742,6712617
3,S3_127051196,6712617,6724076
3,S3_127098960,6724076,6729833
3,S3_127501003,6729833,6741160
3,S3_127513864,6741160,6752488
3,S3_128098564,6752488,6752495
3,S3_128638126,6752495,6774866
3,S3_128650128,6774866,6797235
3,S3_129048462,6797235,6802838
3,S3_129049184,6802838,6814091
3,S3_129085711,6814091,6819744
3,S3_130263177,6819744,6842267
3,S3_131050713,6842267,6875960
3,S3_131620129,6875960,6887136
3,S3_132330357,6887136,6890831
3,S3_132330975,6890831,6898202
3,S3_132682685,6898202,6905543
3,S3_132846838,6905543,6909207
3,S3_135695490,6909207,6916514
3,S3_136162149,6916514,6927461
3,S3_136165573,6927461,6931104
3,S3_136380544,6931104,6931109
3,S3_136380648,6931109,6931113
3,S3_136380748,6931113,6953380
3,S3_136909812,6953380,6979359
3,S3_138116448,6979359,6986765
3,S3_138373831,6986765,6994138
3,S3_138386275,6994138,6997819
3,S3_138433623,6997819,7001496
3,S3_138434111,7001496,7008865
3,S3_138553433,7008865,7016271
3,S3_138773405,7016271,7019987
3,S3_139674088,7019987,7031211
3,S3_139674820,7031211,7042435
3,S3_140832573,7042435,7053586
3,S3_140978392,7053586,7064736
3,S3_142425041,7064736,7075690
3,S3_142730655,7075690,7086643
3,S3_144885435,7086643,7108378
3,S3_145176210,7108378,7130113
3,S3_145481890,7130113,7148060
3,S3_145605562,7148060,7169662
3,S3_145729136,7169662,7173320
3,S3_146723136,7173320,7184163
3,S3_147011336,7184163,7195006
3,S3_147972140,7195006,7200583
3,S3_148031707,7200583,7211783
3,S3_148064895,7211783,7217409
3,S3_153303087,7217409,7228462
3,S3_153764074,7228462,7239514
3,S3_154250487,7239514,7272967
3,S3_154590999,7272967,7318039
3,S3_156482524,7318039,7329663
3,S3_156638721,7329663,7341335
3,S3_156788180,7341335,7353007
3,S3_158781851,7353007,7360878
3,S3_158781984,7360878,7376626
3,S3_158899736,7376626,7392397
3,S3_158979657,7392397,7400290
3,S3_158980474,7400290,7400295
3,S3_158980567,7400295,7400299
3,S3_159676238,7400299,7412163
3,S3_159677732,7412163,7424027
3,S3_159742848,7424027,7429940
3,S3_159801859,7429940,7441778
3,S3_159869364,7441778,7451733
3,S3_159869468,7451733,7463742
3,S3_160402911,7463742,7477552
3,S3_160403796,7477552,7489222
3,S3_160516096,7489222,7495065
3,S3_160672069,7495065,7506682
3,S3_160872637,7506682,7518299
3,S3_161957919,7518299,7522196
3,S3_161958082,7522196,7529964
3,S3_162063638,7529964,7537682
3,S3_162065479,7537682,7541531
3,S3_162805619,7541531,7545356
3,S3_162813877,7545356,7552982
3,S3_163994277,7552982,7560564
3,S3_164172308,7560564,7568123
3,S3_164585949,7568123,7575707
3,S3_164587756,7575707,7583333
3,S3_164588707,7583333,7587158
3,S3_165458043,7587158,7598483
3,S3_165460128,7598483,7609808
3,S3_166152822,7609808,7617366
3,S3_166201915,7617366,7628711
3,S3_166390887,7628711,7638184
3,S3_166390992,7638184,7649537
3,S3_166432073,7649537,7655208
3,S3_166450814,7655208,7660992
3,S3_166488351,7660992,7672609
3,S3_166596915,7672609,7678447
3,S3_168488317,7678447,7690056
3,S3_168698586,7690056,7701665
3,S3_168767004,7701665,7724978
3,S3_168857291,7724978,7756123
3,S3_169031326,7756123,7767908
3,S3_169117125,7767908,7783421
3,S3_169214213,7783421,7794985
3,S3_169721832,7794985,7823520
3,S3_169877131,7823520,7869169
3,S3_170023559,7869169,7886290
3,S3_170127264,7886290,7901198
3,S3_170222353,7901198,7923556
3,S3_170423205,7923556,7936589
3,S3_170423731,7936589,7947736
3,S3_170442002,7947736,7953304
3,S3_170491922,7953304,7964553
3,S3_170499712,7964553,7975803
3,S3_170779588,7975803,7998225
3,S3_170805069,7998225,8020646
3,S3_170821161,8020646,8020651
3,S3_170866792,8020651,8031654
3,S3_171032920,8031654,8042658
3,S3_172336200,8042658,8046236
3,S3_172372248,8046236,8053383
3,S3_172380366,8053383,8060519
3,S3_172381392,8060519,8064085
3,S3_173208703,8064085,8074874
3,S3_173280602,8074874,8096545
3,S3_173372469,8096545,8118357
3,S3_173374427,8118357,8133013
3,S3_173375285,8133013,8140489
3,S3_173472361,8140489,8148012
3,S3_173474292,8148012,8151788
3,S3_173477062,8151788,8163040
3,S3_174364013,8163040,8178065
3,S3_174364312,8178065,8185621
3,S3_174462083,8185621,8193188
3,S3_174462356,8193188,8196977
3,S3_175689171,8196977,8219654
3,S3_175710475,8219654,8242330
3,S3_175777639,8242330,8242335
3,S3_175869130,8242335,8253458
3,S3_175936772,8253458,8264581
3,S3_176321304,8264581,8287108
3,S3_176332378,8287108,8320446
3,S3_176355997,8320446,8334887
3,S3_176356068,8334887,8345785
3,S3_176434962,8345785,8353059
3,S3_176556995,8353059,8360353
3,S3_176558492,8360353,8371299
3,S3_176562972,8371299,8374955
3,S3_176567810,8374955,8380558
3,S3_176570401,8380558,8391812
3,S3_176805132,8391812,8397468
3,S3_176805300,8397468,8397472
3,S3_176808780,8397472,8419299
3,S3_177144111,8419299,8442890
3,S3_177445213,8442890,8444657
3,S3_177448192,8444657,8466273
3,S3_177493589,8466273,8487889
3,S3_177494020,8487889,8487894
3,S3_177494215,8487894,8496081
3,S3_178002366,8496081,8512400
3,S3_178041134,8512400,8536951
3,S3_178061453,8536951,8553370
3,S3_178098909,8553370,8553375
3,S3_178099898,8553375,8558808
3,S3_178134805,8558808,8569707
3,S3_178136042,8569707,8575177
3,S3_178182196,8575177,8586204
3,S3_178267922,8586204,8608302
3,S3_178319463,8608302,8641447
3,S3_178415249,8641447,8663521
3,S3_178530347,8663521,8663528
3,S3_179062236,8663528,8663534
3,S3_179118101,8663534,8674596
3,S3_179120393,8674596,8696817
3,S3_179122840,8696817,8707981
3,S3_179126783,8707981,8718882
3,S3_179226052,8718882,8740724
3,S3_179226427,8740724,8772895
3,S3_179410074,8772895,8794125
3,S3_179415320,8794125,8797583
3,S3_179416277,8797583,8807942
3,S3_179511583,8807942,8821912
3,S3_179633217,8821912,8832542
3,S3_179638110,8832542,8836107
3,S3_179732363,8836107,8839695
3,S3_179732428,8839695,8846881
3,S3_179989572,8846881,8854107
3,S3_179992780,8854107,8857733
3,S3_180257427,8857733,8868360
3,S3_180507899,8868360,8878987
3,S3_180516289,8878987,8889438
3,S3_180598464,8889438,8920717
3,S3_180744901,8920717,8941552
3,S3_180907407,8941552,8941559
3,S3_180907508,8941559,8962561
3,S3_181066422,8962561,8983564
3,S3_181109243,8983564,8987073
3,S3_181109426,8987073,9003068
3,S3_181546904,9003068,9021032
3,S3_181551942,9021032,9070949
3,S3_181559046,9070949,9115394
3,S3_181559455,9115394,9115400
3,S3_182478981,9115400,9119048
3,S3_182484338,9119048,9126322
3,S3_182487735,9126322,9133571
3,S3_182754018,9133571,9137196
3,S3_182816291,9137196,9226567
3,S3_183120958,9226567,9315936
3,S3_183121041,9315936,9315940
3,S3_183121137,9315940,9319466
3,S3_183133746,9319466,9326527
3,S3_183255250,9326527,9333616
3,S3_183256706,9333616,9337169
3,S3_183312517,9337169,9337174
3,S3_183312776,9337174,9358727
3,S3_183578527,9358727,9380280
3,S3_183638910,9380280,9391050
3,S3_183865908,9391050,9423273
3,S3_183998823,9423273,9444731
3,S3_184059182,9444731,9444735
3,S3_184065331,9444735,9444740
3,S3_184076786,9444740,9455346
3,S3_185273544,9455346,9465953
3,S3_185406274,9465953,9465957
3,S3_185406403,9465957,9487272
3,S3_185751532,9487272,9508587
3,S3_185761300,9508587,9519263
3,S3_185841012,9519263,9540623
3,S3_185932789,9540623,9551314
3,S3_185972785,9551314,9551321
3,S3_185973724,9551321,9551325
3,S3_186043367,9551325,9583960
3,S3_186045195,9583960,9623836
3,S3_186171315,9623836,9634726
3,S3_186174122,9634726,9638374
3,S3_186190048,9638374,9649279
3,S3_186210751,9649279,9660184
3,S3_186228895,9660184,9663783
3,S3_186232945,9663783,9670981
3,S3_186236219,9670981,9678187
3,S3_186271734,9678187,9681795
3,S3_186567780,9681795,9685470
3,S3_186700173,9685470,9692794
3,S3_186793907,9692794,9700077
3,S3_186794001,9700077,9703710
3,S3_186844171,9703710,9717795
3,S3_186914191,9717795,9745950
3,S3_186929793,9745950,9760025
3,S3_187007792,9760025,9760030
3,S3_187007865,9760030,9760034
3,S3_187008451,9760034,9787200
3,S3_187023836,9787200,9814366
3,S3_187031434,9814366,9814373
3,S3_187031673,9814373,9825119
3,S3_187433369,9825119,9835863
3,S3_187435209,9835863,9841342
3,S3_187438271,9841342,9852344
3,S3_187450964,9852344,9857871
3,S3_187486964,9857871,9868898
3,S3_187534077,9868898,9879924
3,S3_187611392,9879924,9879929
3,S3_187618253,9879929,9902251
3,S3_187649488,9902251,9924574
3,S3_187654870,9924574,9930175
3,S3_187710872,9930175,9941323
3,S3_187711131,9941323,9946876
3,S3_187719236,9946876,9952313
3,S3_187719460,9952313,9963173
3,S3_187742438,9963173,9968599
3,S3_188021540,9968599,9974032
3,S3_188235821,9974032,9984931
3,S3_188247201,9984931,10001498
3,S3_188325271,10001498,10012598
3,S3_188331226,10012598,10018181
3,S3_188336887,10018181,10029327
3,S3_188336993,10029327,10034895
3,S3_188340386,10034895,10040438
3,S3_188514222,10040438,10051480
3,S3_188514332,10051480,10068009
3,S3_188664113,10068009,10079038
3,S3_188673392,10079038,10082802
3,S3_188750663,10082802,10090349
3,S3_188804854,10090349,10097940
3,S3_188824891,10097940,10101748
3,S3_188833155,10101748,10105477
3,S3_188857405,10105477,10112914
3,S3_188926124,10112914,10120316
3,S3_188926198,10120316,10124012
3,S3_188926823,10124012,10127771
3,S3_189296904,10127771,10135260
3,S3_189346814,10135260,10142704
3,S3_189354836,10142704,10146418
3,S3_189356473,10146418,10146422
3,S3_189356705,10146422,10164000
3,S3_189356974,10164000,10199416
3,S3_189455714,10199416,10228740
3,S3_189463222,10228740,10240226
3,S3_189472320,10240226,10244032
3,S3_189535544,10244032,10251634
3,S3_189603072,10251634,10259224
3,S3_189603286,10259224,10263018
3,S3_189780075,10263018,10274527
3,S3_189822564,10274527,10297736
3,S3_190456514,10297736,10321187
3,S3_190458334,10321187,10332939
3,S3_190782580,10332939,10336834
3,S3_190888831,10336834,10344614
3,S3_190905964,10344614,10352382
3,S3_190925635,10352382,10356266
3,S3_191777985,10356266,10360143
3,S3_191779530,10360143,10367888
3,S3_191837504,10367888,10375620
3,S3_191840067,10375620,10379483
3,S3_192021575,10379483,10391071
3,S3_192034121,10391071,10402660
3,S3_194331002,10402660,10408424
3,S3_194336076,10408424,10419933
3,S3_194337684,10419933,10425685
3,S3_194425753,10425685,10460983
3,S3_194739462,10460983,10500174
3,S3_194828529,10500174,10507943
3,S3_194828638,10507943,10515664
3,S3_194998382,10515664,10523270
3,S3_195049494,10523270,10534560
3,S3_195059348,10534560,10542096
3,S3_195106064,10542096,10547753
3,S3_195106548,10547753,10559051
3,S3_195106906,10559051,10564696
3,S3_195647728,10564696,10568453
3,S3_195647814,10568453,10575973
3,S3_195651288,10575973,10594938
3,S3_195745619,10594938,10615886
3,S3_195751178,10615886,10627394
3,S3_195882039,10627394,10656410
3,S3_195926661,10656410,10679667
3,S3_195964038,10679667,10679671
3,S3_195964230,10679671,10679676
3,S3_197383523,10679676,10691159
3,S3_197389450,10691159,10706527
3,S3_197682402,10706527,10714321
3,S3_197683831,10714321,10722164
3,S3_198386069,10722164,10731898
3,S3_198387173,10731898,10743513
3,S3_198388275,10743513,10749329
3,S3_199027861,10749329,10749333
3,S3_199028377,10749333,10749338
3,S3_199252595,10749338,10749345
3,S3_199253096,10749345,10749354
3,S3_199254182,10749354,10767504
3,S3_199254396,10767504,10803769
3,S3_199268684,10803769,10821893
3,S3_199278464,10821893,10856651
3,S3_199293209,10856651,10891407
3,S3_199293860,10891407,10891412
3,S3_199310378,10891412,10891416
3,S3_199333065,10891416,10891420
3,S3_199333174,10891420,10924852
3,S3_199334963,10924852,10958291
3,S3_199402209,10958291,10958303
3,S3_199622379,10958303,10961881
3,S3_199622533,10961881,10969028
3,S3_199651463,10969028,10976166
3,S3_199867092,10976166,10990424
3,S3_199961766,10990424,11011764
3,S3_200447546,11011764,11022414
3,S3_201185267,11022414,11030549
3,S3_201185777,11030549,11046875
3,S3_201188303,11046875,11076515
3,S3_201228281,11076515,11103277
3,S3_201249410,11103277,11119110
3,S3_201685190,11119110,11133203
3,S3_201787599,11133203,11140336
3,S3_201790357,11140336,11147434
3,S3_201796913,11147434,11171981
3,S3_202111408,11171981,11192990
3,S3_202137766,11192990,11198260
3,S3_202141997,11198260,11208752
3,S3_202182397,11208752,11213978
3,S3_202259783,11213978,11234978
3,S3_202433281,11234978,11255979
3,S3_202436681,11255979,11277582
3,S3_202777106,11277582,11299186
3,S3_202832140,11299186,11304764
3,S3_202833457,11304764,11315964
3,S3_202833544,11315964,11321590
3,S3_202835097,11321590,11332665
3,S3_202836307,11332665,11343740
3,S3_204129275,11343740,11354763
3,S3_204153452,11354763,11411551
3,S3_204281364,11411551,11468744
3,S3_204285505,11468744,11480175
3,S3_204285576,11480175,11526669
3,S3_204460629,11526669,11573164
3,S3_204587198,11573164,11573175
3,S3_204592383,11573175,11595952
3,S3_205242421,11595952,11618727
3,S3_205242967,11618727,11618731
3,S3_205245233,11618731,11641654
3,S3_205348314,11641654,11664578
3,S3_205362636,11664578,11664582
3,S3_205363922,11664582,11686455
3,S3_205364859,11686455,11708328
3,S3_205365603,11708328,11713857
3,S3_205393909,11713857,11724861
3,S3_205474421,11724861,11733915
3,S3_206949983,11733915,11741065
3,S3_206950227,11741065,11748200
3,S3_206950294,11748200,11751767
3,S3_207152057,11751767,11757223
3,S3_207219045,11757223,11768179
3,S3_207237402,11768179,11773683
3,S3_207765088,11773683,11784611
3,S3_207765831,11784611,11824312
3,S3_207772629,11824312,11856654
3,S3_207892543,11856654,11860224
3,S3_207920345,11860224,11871039
3,S3_208034988,11871039,11881854
3,S3_208048045,11881854,11881858
3,S3_208048109,11881858,11892614
3,S3_208048181,11892614,11914060
3,S3_208416893,11914060,11928243
3,S3_208471913,11928243,11935212
3,S3_208613127,11935212,11942153
3,S3_208613208,11942153,11945619
3,S3_208618163,11945619,11956113
3,S3_208782471,11956113,11966608
3,S3_208783383,11966608,11987610
3,S3_208829220,11987610,12018864
3,S3_208874766,12018864,12036046
3,S3_209023343,12036046,12049878
3,S3_209023667,12049878,12063664
3,S3_209068041,12063664,12101494
3,S3_209078482,12101494,12132442
3,S3_209078760,12132442,12142973
3,S3_209118172,12142973,12164154
3,S3_209118292,12164154,12174810
3,S3_209129188,12174810,12174814
3,S3_209129258,12174814,12188056
3,S3_210053600,12188056,12228122
3,S3_210231329,12228122,12275333
3,S3_210673608,12275333,12299341
3,S3_210714632,12299341,12306517
3,S3_210714776,12306517,12317127
3,S3_210747259,12317127,12324188
3,S3_210760196,12324188,12324192
3,S3_210763357,12324192,12324197
3,S3_210763644,12324197,12345739
3,S3_210791114,12345739,12367282
3,S3_210838424,12367282,12378183
3,S3_210977639,12378183,12400106
3,S3_210981258,12400106,12422153
3,S3_210986279,12422153,12455385
3,S3_211680760,12455385,12477598
3,S3_211683451,12477598,12477602
3,S3_211683637,12477602,12499672
3,S3_212009974,12499672,12527161
3,S3_212020194,12527161,12564813
3,S3_212029091,12564813,12602285
3,S3_212029445,12602285,12628896
3,S3_212110681,12628896,12671219
3,S3_212118856,12671219,12692177
3,S3_212155039,12692177,12692181
3,S3_212155719,12692181,12692183
3,S3_212267714,12692183,12692185
3,S3_212440258,12692185,12692190
3,S3_212443285,12692190,12692194
3,S3_212443430,12692194,12692198
3,S3_212446471,12692198,12754446
3,S3_212547009,12754446,12828990
3,S3_212691781,12828990,12862642
3,S3_212712274,12862642,12883998
3,S3_212740916,12883998,12884003
3,S3_212837084,12884003,12905409
3,S3_213394752,12905409,12926816
3,S3_213397423,12926816,12926820
3,S3_213397487,12926820,12959157
3,S3_213547341,12959157,12991493
3,S3_213607096,12991493,13002189
3,S3_213944371,13002189,13023621
3,S3_214005058,13023621,13034361
3,S3_214176433,13034361,13045147
3,S3_214202761,13045147,13055933
3,S3_214309690,13055933,13059575
3,S3_214309782,13059575,13066836
3,S3_214318836,13066836,13074055
3,S3_214364500,13074055,13077657
3,S3_214372809,13077657,13098875
3,S3_214471667,13098875,13120094
3,S3_214475160,13120094,13162323
3,S3_214716165,13162323,13225365
3,S3_214758168,13225365,13246181
3,S3_214758360,13246181,13246186
3,S3_214834602,13246186,13256533
3,S3_214859648,13256533,13266880
3,S3_214860148,13266880,13298128
3,S3_214902774,13298128,13329376
3,S3_215089007,13329376,13339781
3,S3_215170740,13339781,13350185
3,S3_215218863,13350185,13353679
3,S3_215339383,13353679,13360678
3,S3_215375486,13360678,13367707
3,S3_215380461,13367707,13371231
3,S3_215380538,13371231,13385423
3,S3_215468489,13385423,13413659
3,S3_215472129,13413659,13441621
3,S3_215475102,13441621,13455541
3,S3_215903402,13455541,13460807
3,S3_215903563,13460807,13471347
3,S3_215948260,13471347,13476626
3,S3_216005996,13476626,13491048
3,S3_216235822,13491048,13534474
3,S3_216255354,13534474,13563483
3,S3_216257504,13563483,13567082
3,S3_216257994,13567082,13574291
3,S3_216276025,13574291,13581535
3,S3_216306244,13581535,13596140
3,S3_216319400,13596140,13618088
3,S3_216527878,13618088,13629067
3,S3_216882740,13629067,13636331
3,S3_216947484,13636331,13650780
3,S3_216986768,13650780,13665098
3,S3_216987644,13665098,13675778
3,S3_216989150,13675778,13686445
3,S3_217007778,13686445,13704186
3,S3_217237862,13704186,13714813
3,S3_217291418,13714813,13714818
3,S3_217291538,13714818,13714822
3,S3_217293651,13714822,13735905
3,S3_217358367,13735905,13762088
3,S3_217361207,13762088,13772284
3,S3_217424898,13772284,13777379
3,S3_217425038,13777379,13797854
3,S3_217462398,13797854,13818329
3,S3_217570089,13818329,13828553
3,S3_217570170,13828553,13849042
3,S3_217572770,13849042,13869668
3,S3_217633407,13869668,13880029
